"","DPVAT_1","DPVAT_2","NDPVAT_3","DPVAT_4","OVF_5","SAF_6","NDPVAT_7","DPVAT_8","OVF_9","SAF_10","NDPVAT_11","DPVAT_12","OVF_13","SAF_14","NDPVAT_15","DPVAT_16","SAF_17","NDPVAT_18","NDPVAT_19","SAF_20","SAF_21","DPVAT_22","DPVAT_23","DPVAT_24","SAF_25","DPVAT_26","NDPVAT_27","SAF_28","OVF_29","NDPVAT_30","SAF_31","OVF_32","DPVAT_33","DPVAT_34","NDPVAT_35","SAF_36","DPVAT_37","SAF_38","NDPVAT_39","DPVAT_40","NDPVAT_41","NDPVAT_42","NDPVAT_43","NDPVAT_44","SAF_45","DPVAT_46","SAF_47","SAF_48","NDPVAT_49","OVF_50","SAF_51","NDPVAT_52","SAF_53","NDPVAT_54","DPVAT_55","OVF_56","OVF_57","DPVAT_58","SAF_59","OVF_60","NDPVAT_61","OVF_62","DPVAT_63","OVF_64","SAF_65","SAF_66","DPVAT_67","NDPVAT_68","OVF_69","OVF_70","OVF_71","OVF_72","OVF_73","NDPVAT_74","OVF_75","DPVAT_76","SAF_77","NDPVAT_78","DPVAT_79","OVF_80","SAF_81","OVF_82","DPVAT_83","NDPVAT_84","OVF_85","OVF_86","OVF_87","NDPVAT_88","SAF_89","OVF_90","DPVAT_91","OVF_92","DPVAT_93","NDPVAT_94","SAF_95","NDPVAT_96","DPVAT_97","OVF_98","SAF_99","SAF_100","DPVAT_101","OVF_102","NDPVAT_103","DPVAT_104","SAF_105","OVF_106","NDPVAT_107","SAF_108","DPVAT_109","DPVAT_110","NDPVAT_111","SAF_112","NDPVAT_113","OVF_114","OVF_115","SAF_116","OVF_117","DPVAT_118","NDPVAT_119"
"EBF3",9.56758097,9.71282333,9.054068505,9.149005939,8.964438231,8.387886049,9.270007497,9.440805352,9.35044177,8.965482521,9.423915274,8.687956396,9.583520439,8.789343087,8.879827329,9.473724023,8.556171601,9.403150441,8.917586546,9.078325257,9.067580282,9.370346848,9.543809697,9.099811788,9.09126836,9.509894879,8.872504126,8.435237372,9.281372755,9.685547958,8.815600421,9.374485153,9.65816084,9.496534585,9.548286849,9.240201037,10.00313591,8.906775279,9.176394806,9.202281455,9.118395191,9.112400912,9.28816257,9.242291721,8.134609736,9.639063021,9.082385231,8.413546104,9.009855972,9.553398139,8.789753719,9.385395503,8.635218893,8.908025363,8.982645293,9.204727303,9.201271068,9.434633587,8.62609378,9.534698493,9.3013341,9.563051343,9.605814712,9.331539719,8.911789008,8.732904907,9.632006018,8.965337941,9.282406648,9.428532004,9.532312026,9.46858374,9.579484042,8.57590513,9.132717052,9.187246603,9.071816969,9.111862022,9.166594169,9.424768789,9.4342155,9.439649069,9.606326214,9.280260582,9.273788161,9.547680632,9.250322034,8.717172344,9.249764702,9.456813989,9.679814566,9.281847325,9.58286777,8.977191636,9.319817192,9.703446966,9.618977817,9.592699026,8.768945675,8.804038215,9.400320494,9.442072642,9.387056332,9.467286609,8.525269005,9.396747472,9.289426426,8.692384555,9.476392959,9.018675418,9.326145914,8.654915157,9.119187701,9.466033925,9.1895738,8.608914769,9.535231047,9.261807175,8.698657996
"TNFRSF1B",9.987523,9.643979,8.87195,9.466769,9.265703,8.928717,9.045963,9.468688,9.245384,8.82768,8.992823,8.968561,8.542051,8.54844,8.893256,9.211505,9.018005,9.471434,9.97673,8.839681,9.32503,9.145225,9.15478,9.58006,9.261257,10.25752,8.814125,9.00406,8.965744,9.129221,8.836843,9.286848,9.862987,9.555685,9.298442,8.919592,9.132039,8.909299,8.735542,8.968783,9.619737,9.623722,9.047784,8.632708,9.261641,9.628499,9.271933,9.327474,9.469714,9.024156,8.856687,8.94843,9.388927,9.679376,9.934667,9.213396,9.176408,9.559982,8.891953,9.185733,9.55743,8.82153,9.505711,8.782465,9.068173,9.289288,10.0184,9.609713,9.268016,9.322871,9.290885,9.59233,9.064565,9.9699,9.308607,9.889568,9.06846,10.00155,10.42348,9.460741,9.823504,9.210828,9.696984,9.792058,8.875228,9.044652,8.964356,9.182295,9.154656,9.12436,9.329569,8.765357,9.882308,9.10767,9.622908,8.828134,9.396679,8.860306,9.335594,9.749484,9.340333,9.70687,8.761734,9.640844,8.524335,9.043956,9.185323,9.207029,9.643361,9.609044,8.886936,8.964595,8.764092,8.802655,9.359909,8.699158,9.205167,9.347064,9.001439
"OLFML3",8.455949,9.231716,9.10933,10.05289,8.428398,9.42537,9.058336,9.488136,9.276585,9.873692,9.614662,8.452657,9.078779,9.649953,8.386068,9.525923,9.436124,9.294868,7.191109,9.948002,9.30401,9.365547,9.318802,8.976065,9.487594,8.782739,8.474925,9.50012,9.108503,9.715616,9.029965,9.126505,9.989428,8.965585,8.447375,9.264199,9.923562,9.450349,8.738476,9.043905,10.14825,8.819433,8.928186,9.230234,9.495009,9.165095,9.146555,9.672565,8.157642,8.893407,9.781608,9.074585,9.501595,7.419949,9.450252,8.496026,8.626159,9.212639,9.542815,9.213532,8.960499,8.804421,9.175067,8.986578,9.723791,9.880111,9.644516,7.988639,9.19985,8.752661,9.142553,9.265609,9.072363,7.276737,8.788799,8.509428,9.318399,7.422387,8.378057,8.327531,8.397568,9.06194,9.154106,8.086559,8.847423,9.120923,8.914097,9.507116,9.594741,8.392826,10.43299,8.711007,9.442269,8.644359,9.093055,9.345627,8.963259,8.883435,9.269593,9.194007,10.073,8.771922,9.113681,9.480629,9.52823,8.674069,8.717028,9.026453,9.147553,8.164714,8.559713,9.963385,8.85233,9.109748,8.270346,9.365614,9.559375,8.468761,8.69715
"SFRP2",9.574437,9.108231,10.08276,12.46819,7.353784,10.96406,9.759672,10.17743,7.791492,10.31891,11.14419,8.696108,8.015962,11.54508,8.477279,10.68245,10.66633,9.811603,6.952281,10.4813,9.99628,10.97184,10.77824,11.70458,10.22889,9.913563,10.01375,10.9119,8.209915,10.91801,10.87312,8.456525,12.88587,11.42349,10.48057,10.43888,11.79568,9.963842,9.413346,10.76183,11.93578,10.44132,11.39724,10.6218,11.29479,9.802991,11.02931,10.49042,8.01176,7.920807,9.92418,10.30171,9.837291,7.33614,11.43326,7.702863,8.676601,10.21316,10.11263,9.28961,9.968192,7.517629,9.635925,7.476494,11.6447,10.31572,10.23427,7.916513,9.365159,7.781312,7.993494,8.462993,7.834283,6.817731,8.146137,8.834532,10.54812,7.103134,9.972635,8.043944,8.338981,9.064837,10.14006,8.566532,7.631183,8.785785,7.464308,10.113,10.11405,7.65422,13.06658,7.883091,10.46804,8.824921,9.095042,10.7622,10.97449,7.572753,9.919649,8.792968,9.614097,7.687844,9.512319,10.8163,10.1759,7.68224,8.660096,9.760207,10.17086,8.869757,8.748892,10.84205,8.933034,8.724193,7.032683,9.981638,8.440821,8.33776,9.833159
"ALDH1A3",8.954563,9.747153,9.166563,10.46136,9.32962,10.13828,10.79384,10.47407,9.459407,10.00842,10.28573,9.38048,8.979596,10.1555,9.648074,10.44765,10.9013,10.06762,8.321348,10.1687,9.350699,9.878443,10.7887,10.17936,9.617744,10.26492,9.806578,10.30512,9.504282,10.20192,10.01144,8.760156,10.41167,11.2011,9.849274,10.57186,10.14526,10.16934,9.855688,10.36754,10.02163,9.966869,10.23315,10.19406,11.25156,10.33115,10.20808,10.05784,9.55463,9.348953,10.62441,10.18009,9.920114,9.599183,11.46256,8.28362,9.089003,10.01112,10.59663,9.105629,9.733622,8.101368,11.2483,8.888666,10.98074,10.79269,10.56597,8.894777,8.99631,8.543982,8.836845,9.205109,9.291401,8.265643,8.524081,9.586867,10.67314,9.593215,10.11118,9.826844,10.72292,9.283329,10.82613,9.703463,9.217256,9.325095,9.227674,10.6146,10.14883,8.099217,10.74063,8.789891,11.71152,10.32033,10.69754,9.741399,9.538836,8.872313,10.43163,10.55167,11.75211,8.545127,10.381,10.23623,11.05803,8.313635,9.915945,10.86836,11.20024,9.632291,9.256486,11.43477,9.65353,9.259025,8.23885,10.14463,9.772816,9.620322,10.46365
"C17orf58",9.38774,10.24916,9.532991,9.840179,9.390322,8.889341,10.50426,10.99769,9.842432,9.240406,10.36537,9.628995,10.07544,9.337448,9.712688,11.06628,9.48003,9.288194,8.042457,8.765821,9.319536,10.21559,11.12028,9.826111,8.884322,9.412626,9.766557,9.205451,9.652966,10.10461,9.306085,9.701095,10.79682,10.01222,9.490782,9.207267,10.33926,8.950885,9.399784,10.01835,10.62482,9.982325,10.64929,10.37737,9.121876,10.21455,10.30998,8.991286,8.745392,9.328901,9.641575,10.08403,9.058515,8.561646,9.740062,9.41524,9.20701,9.867141,9.186197,10.10975,9.659244,9.273535,10.48941,9.832674,9.447142,11.00241,11.24748,8.567752,9.790718,9.438556,9.650114,9.777156,9.942425,8.616286,10.06627,9.991775,10.20642,8.569267,9.862664,9.681696,8.388529,9.718693,10.79611,9.170857,10.00246,9.633094,10.14147,10.65238,10.59976,9.131827,9.789112,9.807767,11.15158,9.911116,8.852339,9.762766,9.759444,9.635833,9.054033,8.952696,11.82511,9.019631,10.26864,9.813942,9.89871,9.578155,9.291182,9.881672,11.14002,8.711179,8.999428,9.400587,10.42941,9.775415,9.369307,9.909628,10.47917,9.681717,9.712624
"PRRX2",8.379513,8.761338,8.075912,8.309266,7.863169,7.996834,8.094714,8.255256,8.349659,7.334979,8.265458,7.571491,7.616853,7.636908,7.547749,8.743573,8.397391,7.938831,7.500027,8.371129,8.106562,8.672305,8.205396,8.268195,8.61307,7.565916,7.992696,7.784023,8.21309,8.531109,8.18746,8.527366,8.502103,8.405011,7.456758,7.915208,9.727483,7.464288,8.114638,8.149044,9.157345,8.420355,8.471686,7.265016,7.498668,8.920996,7.793539,7.91844,7.378895,8.279882,8.179915,7.902801,8.077684,7.442214,8.836478,8.15102,7.866227,7.971217,8.0351,8.252698,8.86605,8.079645,8.725487,8.343738,8.417712,8.263692,8.666983,7.170344,8.511245,7.777602,8.35192,8.025192,8.422892,6.96781,8.413487,7.855644,8.226759,7.065146,8.476953,8.114944,7.631991,8.501149,8.228681,7.679144,7.813852,8.566544,7.807445,8.449758,8.298988,7.554279,9.134503,8.094797,8.579449,8.021398,7.994834,8.506344,8.103995,8.236011,7.757564,7.455386,8.726548,8.004766,8.306073,8.823737,8.083832,8.344053,7.895203,8.181119,8.791915,7.940455,8.052446,8.305187,8.25028,8.393553,7.558459,7.864868,8.433551,7.434995,8.93904
"LILRA5",7.11477,7.387393,7.036703,7.491228,7.173492,7.422035,7.094215,7.082042,7.021884,7.018926,6.950097,7.141602,6.787679,6.780472,6.957124,7.157106,6.851041,7.190507,7.143783,7.096179,6.745211,7.383097,7.303707,7.545642,7.352041,8.680225,6.845459,7.032635,7.160579,7.633153,6.930946,7.263763,7.095677,7.635463,6.936331,7.143257,7.525527,6.901914,7.163338,6.965677,7.903711,7.392575,7.081148,7.112631,6.977332,7.487559,7.068121,7.473593,6.659351,6.937485,6.732231,7.490263,7.604111,7.954155,8.062765,7.691286,6.973084,8.334613,6.972657,7.139696,7.771522,7.068024,7.237383,7.310955,7.384006,7.226704,8.212774,7.144557,7.096686,7.07842,7.148356,7.658628,7.286397,7.625871,7.256607,7.853761,6.780779,7.059896,8.586806,7.238575,7.621149,7.247471,7.5962,7.880388,7.439366,7.06959,6.861207,7.013743,6.878712,7.33316,7.681685,6.931413,8.195287,7.489112,7.287951,7.241042,7.506994,7.265987,7.343543,7.374676,7.118037,7.024805,6.844807,8.061862,6.880473,7.381458,7.601181,7.054904,7.688513,7.461893,7.176804,6.960063,7.128395,6.953613,7.540241,7.072393,7.235112,7.345876,7.468585
"RHOB",9.153511,10.53265,10.61542,9.795016,10.73312,9.836004,9.807279,10.06934,9.857017,9.955224,10.5212,10.09077,10.86728,10.46832,9.592678,10.2915,9.498057,9.828517,8.268096,9.540059,10.16101,10.59623,10.17699,10.15642,9.706962,9.679135,9.98637,9.801568,10.48948,10.00757,9.993653,9.932964,10.73004,10.67151,9.599656,10.5368,10.43309,9.109711,10.26302,10.31032,9.649199,9.564845,10.03397,9.361541,10.32678,10.1406,10.44094,10.44574,9.234162,10.08462,9.664191,10.08493,9.849441,8.779387,10.24081,10.28728,10.303,9.803569,10.08532,10.34866,10.00081,10.47207,9.925609,10.20432,9.850417,10.19245,10.09967,9.57576,10.21827,10.00428,9.921321,10.52029,10.53828,8.922407,10.67572,10.44615,9.554996,8.567641,10.35657,11.00733,11.128,10.75633,10.68874,10.21392,10.51107,10.85075,10.53538,10.13633,10.25102,10.43826,10.10512,10.93169,10.8121,10.37469,10.28168,10.03008,10.39567,10.52303,10.20529,9.830607,10.58898,10.59016,10.39273,11.49589,9.914508,10.57196,11.2722,9.906832,11.18148,10.1244,10.32322,10.25018,10.4095,10.53175,11.00363,10.18311,10.72426,10.70092,10.38913
"PPARGC1A",7.082041,8.108029,8.498553,6.917765,7.196746,7.232062,7.758753,7.574182,7.232441,7.474938,7.755244,7.115357,7.385591,7.858649,7.917476,6.971932,7.076509,7.718569,6.699813,7.215249,7.49898,7.416446,7.621743,7.026393,7.188979,7.074711,8.084298,7.268881,7.378802,8.10693,7.243914,7.400393,7.501674,7.962533,7.219046,7.158042,7.076447,7.63366,8.093752,7.31695,7.119264,7.451189,7.95563,7.578378,7.213999,7.067943,7.467902,7.365285,7.379581,6.960086,7.417929,8.360243,7.329885,6.874353,7.159675,7.381216,7.580732,7.461332,7.590745,7.599052,8.831818,7.304822,7.184213,7.502345,7.417779,7.467646,7.287542,7.657055,7.616382,7.489044,7.417568,7.59032,7.693806,7.022696,7.456938,8.330546,7.521037,7.069508,7.182169,7.287127,7.45787,7.267614,7.440376,8.009736,7.238156,7.250373,7.369193,7.627391,7.784207,7.47085,7.805949,7.710278,7.527442,8.091379,7.380745,7.15324,7.235355,7.406272,7.408808,7.353259,7.261945,7.151194,8.185511,8.306708,7.627577,7.651382,9.480761,7.554721,7.987019,7.143429,9.098174,7.793689,8.704643,7.310805,7.689468,7.960413,7.551162,7.868465,7.746015
"HOXC8",8.206804,9.067352,9.043757,8.041956,9.420124,6.680955,8.870715,8.277415,9.177248,6.783835,8.713522,7.305534,9.177121,7.05876,8.632059,7.617218,6.735358,9.071916,7.675222,6.863019,6.957526,8.550934,8.101384,8.151789,7.246559,8.85438,9.065792,6.75693,9.676784,8.128856,7.166188,9.4466,7.989455,8.760188,8.342938,6.765455,8.470735,6.914915,8.728294,8.219696,8.142972,8.483718,8.985626,9.099522,6.853238,8.227847,8.448933,6.748019,8.526262,9.327983,6.893132,9.063263,6.735955,7.94113,8.461647,9.502569,9.682362,8.34143,6.943052,9.69613,9.042184,9.951175,7.909836,9.757372,7.301555,7.741111,7.981881,8.271402,9.87587,10.08033,9.737025,9.970856,9.744352,7.09838,9.197275,8.082769,6.784822,7.594899,7.415112,9.188106,8.114376,9.420355,7.692087,8.874795,9.482381,9.573185,9.404535,8.733839,7.172753,9.988829,9.494782,9.252783,8.050165,9.188827,7.136334,9.036696,8.687543,10.00235,7.054091,7.015277,7.816559,9.635069,8.869205,8.617573,6.904584,9.995789,9.319362,6.74664,8.349004,8.057117,8.726747,6.976017,8.835249,9.158281,9.610413,6.953382,9.766021,7.531545,9.262277
"PDPN",8.272180848,8.152670093,7.634978375,8.840546827,6.992741271,9.923054483,8.03549131,8.062482249,7.375514517,8.581851903,8.086439039,7.910687668,7.192312005,9.582215815,7.687647021,8.577319028,9.847087558,8.1303757,7.922458963,9.851638806,9.872608888,8.040757859,8.057377299,7.999356241,8.926822672,7.123952482,7.273972112,9.721721111,7.164640329,7.770910436,9.240017932,7.614399241,8.06326845,8.291734387,7.976644197,9.155761386,8.164143573,9.83916249,7.778126104,7.87655788,8.230665015,7.936115196,7.801457372,7.063507437,10.04802333,8.031370368,8.337800798,9.908368581,7.691665193,6.938825005,9.376154262,7.875245269,10.38701061,8.20367272,8.983222313,7.152461327,7.267396284,8.398575827,10.26475379,7.929745995,7.704150744,6.933709258,7.963100774,7.378683206,9.808967651,9.181064043,8.314295063,7.824376538,7.802540519,6.814765085,7.278504952,7.41021597,7.808600674,7.848259107,7.800630694,7.672364399,9.874069078,7.607364403,8.756457674,7.170488272,8.13858641,7.500635021,8.529029388,7.653238058,7.45615516,7.456218199,7.343465373,8.283338438,9.019290804,6.962316666,8.811593007,7.356127886,9.454462422,7.91309596,9.579665243,8.253423726,7.526709928,7.085808349,9.633075127,8.707446847,8.647604965,7.11784653,7.589313081,8.516741639,9.901454789,7.352053378,7.735632389,9.622333075,8.573452162,8.104730868,7.343414872,9.765746226,7.866757716,7.420890464,7.003094146,10.07877381,7.715955054,7.831068032,8.37717328
"STC1",7.066164,7.812312,7.370442,7.032143,7.023235,7.082699,7.242973,8.17527,7.022993,7.324301,7.797075,7.363523,7.031549,7.467557,7.003098,7.640281,7.170941,7.352403,6.766414,7.103196,6.959925,8.13822,7.890182,7.641296,7.295022,7.281637,7.677253,7.035042,7.09174,7.410376,7.03601,7.134017,7.9419,7.757223,6.841663,7.628603,8.107071,6.845923,7.772968,7.512396,7.302445,7.54206,7.533136,7.236135,7.498115,7.666583,7.209143,7.407382,6.893639,6.833204,7.063099,7.482791,7.317538,7.017555,8.087874,7.454865,7.032953,8.058902,7.623324,7.293263,7.626475,7.184781,7.444922,6.961603,7.151279,7.436603,8.196329,7.201696,7.333068,6.813213,6.748205,6.967741,7.287747,6.896277,7.383137,7.769634,7.23848,6.846434,8.992045,7.511041,7.487154,7.429975,7.69778,7.968112,6.780197,7.275824,6.880277,7.091747,7.728108,6.849545,6.779995,7.300782,8.587022,7.624056,7.08383,7.245849,7.26197,6.930688,7.161469,7.305079,7.698916,7.141505,7.601248,9.477838,7.626641,6.947777,8.616352,7.161051,8.325379,7.274433,7.320193,7.310736,7.940724,6.857151,7.403175,7.528153,7.510648,7.177474,8.006712
"TMEM176A",8.752267,8.490074,8.195598,9.238249,7.557002,8.424639,8.127888,8.439228,7.730174,8.50692,8.026001,8.204433,7.495621,8.245539,7.894118,8.341153,8.622425,8.224258,8.248348,8.675696,8.205275,8.433292,8.017006,8.599643,8.343729,7.940603,7.225926,8.451842,7.305391,8.326841,8.322413,7.648232,8.609877,8.244073,7.964033,8.105622,8.519426,7.969565,7.980606,7.37336,8.839933,8.006107,8.048671,7.768711,7.354496,7.848326,7.924306,7.814313,7.684068,7.322921,7.943857,8.420822,9.04918,8.558681,9.54215,7.878635,7.953431,9.25622,8.813049,7.843054,8.563613,7.668504,8.18187,7.70165,8.784714,8.467265,8.500778,8.346647,7.286995,7.869418,7.575047,8.140143,8.135444,7.92803,7.735599,7.987015,8.489109,7.745068,8.716415,7.709904,7.942159,7.988256,8.22661,8.130956,7.914869,7.889054,7.909785,8.025056,8.734889,7.703674,9.216848,7.654411,8.793769,8.266992,8.934797,8.16128,8.181941,7.75655,8.32298,8.414825,8.239708,7.519031,8.010642,8.927778,8.384851,7.660254,8.405161,8.71244,9.005042,8.493562,8.240726,8.409813,8.303343,7.861266,7.457009,8.487003,8.063649,8.365229,8.501756
"DUSP6",9.427184,9.711969,9.142047,9.792238,8.79839,9.235823,9.471568,9.534445,9.410689,10.05018,9.043631,9.414595,8.923592,9.349685,9.76667,10.03059,9.637429,9.944644,8.938506,9.896482,10.34647,10.18382,10.63284,9.979905,9.889891,10.35275,9.818123,9.889481,9.455119,9.409538,10.1662,9.612952,10.12782,10.33507,9.649583,10.26368,10.29759,9.707388,10.01502,10.08535,9.860877,9.550813,10.35491,10.62607,9.964868,10.34795,10.35889,9.562843,9.522173,9.521473,9.917615,10.07192,9.940339,9.654314,10.25209,9.819151,9.542055,10.7339,9.967992,9.759258,10.32153,9.716971,10.085,9.307802,9.840771,10.05185,10.61853,9.549121,9.778297,9.511081,9.426901,9.690774,10.00019,9.606563,9.735292,10.24591,10.40768,9.875508,10.98368,9.908622,10.26799,10.33017,10.60121,10.31891,10.25109,10.3777,10.27341,10.29349,10.66905,9.754101,10.09991,9.812265,11.08077,10.2406,10.66917,9.772516,10.25436,9.505949,10.35732,10.57748,10.7146,9.616337,9.914798,10.44324,10.28978,9.352375,9.941013,10.03839,10.48076,10.02416,10.14463,10.20464,10.6717,9.536502,10.63804,11.01793,9.843315,11.34069,10.29404
"FAM150B",7.57276,8.466695,9.687241,7.184407,6.793097,7.945421,8.196883,7.876944,6.678125,7.823331,8.005847,7.054271,6.811084,7.60954,8.28015,7.398982,7.196623,8.016826,7.131707,7.567026,7.482605,8.297244,7.583042,8.354894,7.568501,7.333652,9.247294,7.867071,6.838075,8.314372,7.394196,6.662875,8.470003,8.795033,8.081292,7.258172,8.29531,7.546614,7.969235,7.999705,8.671052,8.526122,9.056916,8.119687,7.571573,7.641295,7.069715,7.729814,9.085405,6.674146,6.89122,8.618906,7.641797,7.081617,8.032025,7.21057,6.777363,7.881466,7.439386,6.888066,8.813619,6.872169,7.006557,6.776328,7.710536,6.976004,7.244375,7.690438,7.210505,6.702262,6.940473,7.258811,6.911111,6.920826,7.029415,8.149613,7.335816,7.672999,7.790772,6.787962,6.825938,6.933721,7.791053,8.565082,6.975192,6.876211,6.674312,7.3804,7.052606,7.132608,7.86078,6.837992,7.364028,8.68548,7.521328,8.731758,7.769723,6.917955,7.249132,7.32629,7.44144,7.14733,7.745712,9.026383,7.669217,7.094605,8.97514,6.991122,7.812512,7.669334,8.726338,7.288767,8.637418,6.997756,7.533076,7.52566,6.770431,7.610895,7.589873
"THBD",7.417823,7.559492,7.669488,7.793769,6.948308,6.892974,6.950624,7.367804,7.139486,6.803762,7.455462,7.552977,7.016375,6.881604,7.145052,7.433426,6.924767,7.137706,7.352405,6.952039,6.930152,7.469647,7.022247,7.695106,7.075767,7.188784,7.480079,7.126552,6.9661,7.202412,6.804704,6.826272,8.330144,7.856781,6.93052,6.896505,7.433271,6.948468,7.360718,7.709402,7.413925,6.784716,7.415854,6.968072,6.954653,7.345926,6.850508,7.004294,6.913373,7.311106,6.873856,6.974385,7.015771,7.549066,8.056678,7.014577,7.183388,7.492507,6.984166,6.965265,7.469209,6.998166,6.746846,7.224766,6.822881,6.816155,7.507357,7.078216,7.343257,6.668826,6.839081,6.835661,7.059466,7.284178,6.977288,7.527838,6.698328,7.156841,9.087749,6.839745,7.340384,7.383012,7.885999,7.740098,7.434427,7.470297,7.516488,7.354131,6.96152,6.880399,7.420146,7.195353,7.427668,7.320784,6.972372,7.27696,7.341221,7.135378,7.09245,6.854075,7.237669,6.916326,7.092632,8.39567,6.785191,7.045862,8.238113,6.873957,7.940372,7.610038,7.044933,6.749465,7.798811,7.079783,7.576838,7.088376,7.064682,6.959184,7.240951
"RNF149",10.00650192,9.623205521,9.525789406,10.49729428,9.621244799,9.749724355,9.690133205,9.922554618,9.700082729,9.695752927,9.722423342,10.18427378,9.424956125,9.890959206,9.913467822,9.884783363,9.776859299,9.698601292,10.30726131,9.484014317,9.358461682,9.612415628,9.769603665,10.08404219,9.492285915,11.46222166,9.560331556,9.78716299,9.117957902,10.13458135,9.70013722,9.527666281,10.22143491,10.26190582,9.849274126,9.709027332,9.793351727,9.905026512,9.478843116,9.596346858,9.883041119,9.89403278,9.594701104,9.653277133,10.11270847,10.02680256,9.707486065,10.05518367,9.876489696,9.313451807,9.773163976,9.87919213,10.07422841,10.64326369,11.13113434,9.759965999,9.440027723,10.34393119,9.587759144,9.542494355,9.702852445,9.454756413,9.526760839,9.293099247,10.09084046,9.496670043,10.22277772,10.16666819,9.466927165,9.259762529,9.506729706,9.561019089,9.548721363,10.35595844,9.483206552,10.03570299,10.00657687,10.12732068,10.81090608,9.582267211,9.7871305,9.456435296,9.943645833,9.976634265,9.48716739,9.629435331,9.45590317,9.344363128,9.567579235,9.191978232,9.709740382,9.298165244,10.20351951,9.481591233,9.975693369,9.244061789,9.747327147,9.116419551,10.01663517,10.25523612,9.691012147,9.33354896,9.549339656,10.02288253,9.83061958,9.236502332,9.555682749,9.752467721,10.01171014,10.13559814,9.377422315,9.916098621,9.45980801,9.431764649,9.461427807,9.56647753,9.576116584,9.670591563,9.471043547
"GLIPR2",10.25051772,10.44018234,10.06524138,10.0188209,10.55984841,9.558595733,9.897943553,10.12194601,10.1852563,9.241828968,9.801882868,9.98057275,10.04319219,9.62740588,9.539982575,10.39202567,9.598145992,9.609344428,9.88420824,9.603107167,9.259766982,9.95068142,9.614695592,9.993813163,9.470062353,10.59574315,9.285725106,9.668180466,10.10486266,10.06907952,9.23295552,10.8625526,10.19923079,10.2182247,9.853518646,9.43833573,10.34895797,9.457675621,9.692111221,9.623914763,10.09307066,9.900629381,9.668322441,9.07538672,9.117749082,10.25787221,9.749752586,9.628961507,9.491260702,9.655289924,9.471967211,9.610726351,9.499157063,9.950127146,10.13402754,9.618797259,9.96323158,9.843263522,9.089739586,10.94774648,10.22200878,9.590205955,9.807750639,10.60566292,9.833663056,9.943032171,10.75926295,9.730048278,10.50460852,10.01906834,9.998150097,10.49013724,10.12410945,10.10000699,9.674342888,9.867764302,9.698053978,10.00486505,10.60037605,9.686300641,9.362810484,10.68394524,10.22644175,9.397191312,9.460338495,10.63844147,9.555393907,9.969096095,10.13473172,9.320508513,10.2006561,10.27094647,10.42132228,9.485622312,9.526000643,9.319438034,9.352881779,10.1338839,9.558856925,9.44657816,10.80734153,10.63195685,9.980626891,9.925803867,9.392878423,10.07370893,9.980160607,9.516675489,10.67117397,9.92383747,9.850203232,9.623310684,10.05666991,10.16216038,9.369582333,9.274376405,10.38025212,8.979045334,9.50527098
